"GPOName;""SettingCategory"";""SettingPath"";""SettingName"";""SettingStatus"";""Type"";""Statement"";""Value"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows 10 [Version 1511] and later)"";""Enabled"";""DropDownList"";""Select the encryption method for operating system drives:"";""XTS-AES 256-bit"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows 10 [Version 1511] and later)"";""Enabled"";""DropDownList"";""Select the encryption method for fixed data drives:"";""XTS-AES 256-bit"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows 10 [Version 1511] and later)"";""Enabled"";""DropDownList"";""Select the encryption method for removable data drives:"";""XTS-AES 256-bit"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows 8"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows Vista"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Disable new DMA devices when this computer is locked"";""Enabled"";;;"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""Checkbox"";""Allow data recovery agent"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""Checkbox"";""Omit recovery options from the BitLocker setup wizard"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""Checkbox"";""Save BitLocker recovery information to AD DS for fixed data drives"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""Checkbox"";""Do not enable BitLocker until recovery information is stored to AD DS for fixed data drives"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""DropDownList"";""Configure user storage of BitLocker recovery information:"";""Require 48-digit recovery password"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""DropDownList"";""Configure user storage of BitLocker recovery information:"";""Allow 256-bit recovery key"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""DropDownList"";""Configure storage of BitLocker recovery information to AD DS:"";""Backup recovery passwords and key packages"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Configure use of passwords for fixed data drives"";""Disabled"";;;"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Allow Secure Boot for integrity validation"";""Enabled"";;;"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""Checkbox"";""Allow data recovery agent"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""Checkbox"";""Omit recovery options from the BitLocker setup wizard"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""Checkbox"";""Save BitLocker recovery information to AD DS for operating system drives"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""Checkbox"";""Do not enable BitLocker until recovery information is stored to AD DS for operating system drives"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""DropDownList"";""Configure user storage of BitLocker recovery information:"";""Require 48-digit recovery password"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""DropDownList"";""Configure user storage of BitLocker recovery information:"";""Allow 256-bit recovery key"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""DropDownList"";""Configure storage of BitLocker recovery information to AD DS:"";""Store recovery passwords and key packages"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 0: Core Root of Trust of Measurement (CRTM)"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 1: Platform and Motherboard Configuration and Data"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 2: Option ROM Code"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 3: Option ROM Configuration and Data"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 4: Master Boot Record (MBR) Code"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 5: Master Boot Record (MBR) Partition Table"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 6: State Transition and Wake Events"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 7: Computer Manufacturer-Specific"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 8: NTFS Boot Sector"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 9: NTFS Boot Block"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 10: Boot Manager"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 11: BitLocker Access Control"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 12: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 13: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 14: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 15: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 16: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 17: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 18: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 19: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 20: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 21: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 22: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for BIOS-based firmware configurations"";""Enabled"";""Checkbox"";""PCR 23: Reserved for Future Use"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for native UEFI firmware configurations"";""Enabled"";""Checkbox"";""PCR 0: Core System Firmware executable code"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for native UEFI firmware configurations"";""Enabled"";""Checkbox"";""PCR 1: Core System Firmware data"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for native UEFI firmware configurations"";""Enabled"";""Checkbox"";""PCR 2: Extended or pluggable executable code"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for native UEFI firmware configurations"";""Enabled"";""Checkbox"";""PCR 3: Extended or pluggable firmware data"";""Disabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for native UEFI firmware configurations"";""Enabled"";""Checkbox"";""PCR 4: Boot Manager"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Configure TPM platform validation profile for native UEFI firmware configurations"";""Enabled"";""Checkbox"";""PCR 5: GPT / Partition Table"";""Disabled"""
